Gene	avg_logFC	p_val_adj	AUC_score	RNA_Cluster
SLC26A6	0.721582284822755	1.85346043549918e-07	0.615321098058767	Cytokine NK
ASAP1	1.1050270339206	1.95760006747499e-07	0.67668962078958	Cytokine NK
ARFGEF1	1.38093720876213	2.55296163618147e-07	0.698906303555292	Cytokine NK
S100A6	0.923057927388707	2.88626101528846e-07	0.739771912878198	Cytokine NK
RASSF2	0.898791415522422	2.97368763691205e-07	0.713052690617892	Cytokine NK
MYADM	1.19208856776123	2.98381549694399e-07	0.713395444489452	Cytokine NK
NADK	0.952133535006138	2.99952229166387e-07	0.652883806437541	Cytokine NK
WAS	0.938891698150173	3.06693188707666e-07	0.687486367743745	Cytokine NK
CMIP	1.10086352194664	4.07792058915419e-07	0.669258093665285	Cytokine NK
DAPK2	1.08354113674249	5.05014638798287e-07	0.614121459508304	Cytokine NK
PGD	1.59084130745736	5.21701038853845e-07	0.692487458324245	Cytokine NK
ALAS1	1.15743185815251	5.90577941404933e-07	0.653880908609354	Cytokine NK
FBXO9	1.32927831714399	6.17934891292604e-07	0.691272240052348	Cytokine NK
CHIT1	1.11143161841721	6.39333900804896e-07	0.593338111114573	Cytokine NK
TMEM55A	1.00959325619044	7.03805259587817e-07	0.637522201103044	Cytokine NK
FAM107B	1.22508687916424	8.07871553570411e-07	0.701196522606176	Cytokine NK
PELI1	1.26645690682475	8.90770810870206e-07	0.712258124824728	Cytokine NK
PTX3	0.724017072656389	9.1552844697065e-07	0.569781572305487	Cytokine NK
FOSB	1.24007432365511	1.68573205015687e-06	0.725968279687159	Cytokine NK
CTSS	1.21495748491655	2.5541345554986e-06	0.718131679805565	Cytokine NK
MBOAT7	1.29027453805049	2.82948286697756e-06	0.677655563518524	Cytokine NK
FCER1G	0.813601560718145	3.30084798537945e-06	0.698781665783816	Cytokine NK
SERPINB1	1.11017934958459	3.37983089124864e-06	0.730190384195931	Cytokine NK
ITGB2	0.976805222097329	5.47265484702298e-06	0.71906646309164	Cytokine NK
RAP1A	0.901682656780008	5.57018263460671e-06	0.678247592933038	Cytokine NK
AGO4	0.98775159795594	6.10811546976835e-06	0.641713146168946	Cytokine NK
ATXN1	1.25103540671306	6.13372981800658e-06	0.633315676315707	Cytokine NK
CAPZA1	1.46381348501992	8.13990933235294e-06	0.717804505655439	Cytokine NK
CD177	0.826140103064071	8.28403291478913e-06	0.556881562957654	Cytokine NK
CASP10	0.933160846230106	8.8849402477182e-06	0.648614962764466	Cytokine NK
NFIL3	1.26530876713021	1.04543902117997e-05	0.610787399121304	Cytokine NK
FAM8A1	1.00384085367207	1.17021034502277e-05	0.640170753746923	Cytokine NK
STX11	0.79540974074573	1.25950112266951e-05	0.595488112672545	Cytokine NK
KIF21B	1.10442887273672	1.32238690146916e-05	0.622534509082978	Cytokine NK
ALDH2	0.780384653806521	1.34491386462055e-05	0.605459134390677	Cytokine NK
PRKCD	1.06982428282535	1.4996191316322e-05	0.64662075842084	Cytokine NK
PLCB2	0.994432945325326	1.55395387896289e-05	0.647181628392484	Cytokine NK
PRTN3	1.15420770980662	1.74171344097343e-05	0.599881594117097	Cytokine NK
QSOX1	1.27901695757867	1.76800808869021e-05	0.628002991306515	Cytokine NK
STXBP2	1.58229588926724	2.06550389160675e-05	0.690758109245007	Cytokine NK
IPCEF1	0.803467696976415	2.44111450194278e-05	0.59383666220048	Cytokine NK
TTLL3	1.22539159764026	2.69218221595132e-05	0.635590315645156	Cytokine NK
AGFG1	0.999244132049385	3.67555152163255e-05	0.669678746144019	Cytokine NK
SIRPA	0.763930936976111	5.25873654470358e-05	0.589225064655844	Cytokine NK
LSP1	0.831976690277797	5.29325099647621e-05	0.705262829900601	Cytokine NK
CPNE2	0.993151121274764	5.59914291061879e-05	0.638020752188951	Cytokine NK
H1F0	1.01066262321389	6.23393960899059e-05	0.608746455613373	Cytokine NK
ZNF316	0.783140398710592	6.49984660239063e-05	0.588695354127068	Cytokine NK
PLP2	0.848983675119737	7.04576088047636e-05	0.668868600629421	Cytokine NK
FUT4	0.777112094731561	7.37852877929686e-05	0.598385940859377	Cytokine NK
MFSD10	1.02587762371751	9.85965185647777e-05	0.673822952045617	Cytokine NK
TRPM6	0.799467701748837	0.00010667943761726	0.561742436045244	Cytokine NK
DOK3	1.09213087150383	0.000112661677137261	0.673916430374225	Cytokine NK
CFLAR	1.07405522759056	0.000114380589456965	0.705776960707943	Cytokine NK
KIAA1109	1.32355812692433	0.000135151196062815	0.680023681176581	Cytokine NK
IL17RA	0.870180266143248	0.000178066243977966	0.652042501480073	Cytokine NK
HNRNPH1	0.966000970023065	0.0001910921920878	0.714003053625401	Cytokine NK
SYNE1	1.42979597862128	0.000195195392910127	0.695198329853862	Cytokine NK
PTBP3	1.18528701195749	0.000213487055647133	0.677904839061478	Cytokine NK
ADAM8	0.997459218354508	0.000214568627190765	0.659022216682766	Cytokine NK
KDM6B	0.775962637401182	0.000224112639818842	0.654535256909606	Cytokine NK
BST1	0.954829446657576	0.000247413518677307	0.615445735830243	Cytokine NK
MMP25	0.96978148300338	0.000248509846453553	0.611940298507463	Cytokine NK
MIDN	1.27984266605304	0.000256197530264596	0.660408811890443	Cytokine NK
H6PD	0.847795108748909	0.000256358123786018	0.614464213379865	Cytokine NK
C19orf43	1.04800347868492	0.000300527263375662	0.68356027794223	Cytokine NK
IGF2R	0.988578221924607	0.000305726179309295	0.658212071168167	Cytokine NK
ADSS	1.35391371351186	0.000315323778023532	0.661951204312467	Cytokine NK
LILRB3	0.868619418978503	0.00032112178822046	0.600598261303088	Cytokine NK
LYN	0.939947888707679	0.000354807975298396	0.658804100582682	Cytokine NK
NPTN	0.849013631123349	0.00037072494780741	0.595955504315583	Cytokine NK
G6PD	1.02362386458012	0.0003726962302079	0.623453712647618	Cytokine NK
SLA	1.29222372630928	0.000392794910529348	0.668557006200729	Cytokine NK
PSTPIP2	1.27272975272017	0.000411231035564541	0.621584146075468	Cytokine NK
TSPAN2	1.1510004070899	0.0004360803505014	0.591032312342255	Cytokine NK
PLSCR1	1.41302802513306	0.00054803821977697	0.684012089863833	Cytokine NK
KDM1B	0.779617817183703	0.000637349313996931	0.628283426292338	Cytokine NK
PPP1R15B	1.37916512187419	0.000648602965183354	0.677312809646963	Cytokine NK
TNFAIP8	0.881450855168784	0.000789131893633897	0.620524725017917	Cytokine NK
RHOG	1.32795643737377	0.000823585089141652	0.68226716106316	Cytokine NK
UBN1	0.776287626519994	0.000830695826718508	0.647321845885396	Cytokine NK
C10orf54	0.997077882302636	0.00113258422093197	0.658149752282429	Cytokine NK
SDCBP	1.25833197540899	0.00132985517568141	0.68226716106316	Cytokine NK
CCPG1	0.841784930601302	0.00135682289311493	0.623157697940361	Cytokine NK
PFKFB2	0.753331129154434	0.00154897743035492	0.580375782881002	Cytokine NK
AMPD2	1.08947439941466	0.00158026267799223	0.656373664038887	Cytokine NK
ARHGAP19	0.719637517513082	0.00180015875172478	0.590066369613311	Cytokine NK
ARPC4	1.53279901388301	0.00188865279013336	0.687439628579441	Cytokine NK
CTSG	0.862199910531991	0.00193625175895101	0.559841710030225	Cytokine NK
KIF1B	0.837263225006906	0.00205383576246096	0.620758420839435	Cytokine NK
CDKN2D	1.205641597068	0.00207666069059874	0.669990340572711	Cytokine NK
SAMSN1	1.08529357213826	0.00236251502678114	0.654940329666906	Cytokine NK
SNX3	0.813135098816295	0.00244263062052142	0.669024397843767	Cytokine NK
ATP2A3	1.23025705199404	0.00268801645095958	0.674835633938865	Cytokine NK
CD63	0.957654380767504	0.00319802733949153	0.679120057333375	Cytokine NK
FCGR3B	0.763906779322745	0.00442012302402024	0.61352943009379	Cytokine NK
BOD1L1	0.831268902741567	0.00593974735073983	0.670255195837098	Cytokine NK
LIN7A	0.719832782263218	0.00641197364522487	0.568971426790889	Cytokine NK
FBXW2	1.03268496261301	0.00720021393214286	0.64658959897797	Cytokine NK
BAZ1A	1.17041502669812	0.009576929984086	0.666562801857103	Cytokine NK
CA4	0.703625470679073	0.0109187638110443	0.552830835384663	Cytokine NK
ERO1A	0.788281312871539	0.0137595222624207	0.617767114323996	Cytokine NK
MCU	0.708034080334384	0.0138528976759993	0.590767457077867	Cytokine NK
RILPL2	0.722420956251101	0.0173096132916889	0.643006263048017	Cytokine NK
ZBTB34	0.947952376799331	0.0188514952416589	0.567351135761693	Cytokine NK
FLOT2	0.827425010727822	0.0189443982648459	0.621568566354034	Cytokine NK
SMCHD1	0.732093299947071	0.0193005457325739	0.673994328981398	Cytokine NK
RNF24	1.00469514383006	0.0210485170185614	0.639049013803633	Cytokine NK
ZFAND3	1.40969117979729	0.0219104697104448	0.615554793880285	Cytokine NK
RNASET2	1.15641834867831	0.023126830192492	0.65624902626741	Cytokine NK
C20orf27	0.874532379950265	0.024305221095822	0.622783784625931	Cytokine NK
SOS2	0.809380007588105	0.0312683305419514	0.62336023431901	Cytokine NK
ATP6V0B	0.930450063749882	0.0483798404911495	0.672296139345029	Cytokine NK
CCR7	1.23692448363421	2.90492523371324e-12	0.790600832837597	CD4 naive T
SELL	0.851511625554522	1.57145386726014e-09	0.770242580474585	CD4 naive T
EPHX2	0.843388412223491	1.08831104220862e-05	0.650340405843083	CD4 naive T
GZMH	3.18550951696681	3.22146380523693e-28	0.982645631067961	CD4 effector T
GZMB	2.30057347528628	1.23897710525105e-25	0.888834951456311	CD4 effector T
FGFBP2	2.57664597727802	1.27630938378923e-25	0.901456310679612	CD4 effector T
HOPX	1.70577741062127	2.22560458513085e-23	0.872936893203884	CD4 effector T
PRF1	2.19671045035237	2.63862408665452e-23	0.925606796116505	CD4 effector T
CCL4	1.91888801411492	3.1351114707091e-22	0.837864077669903	CD4 effector T
CST7	1.89794423888067	1.97826319325326e-21	0.918203883495146	CD4 effector T
NKG7	3.43978878301393	1.48329271612582e-20	0.97997572815534	CD4 effector T
CCL5	2.53257586232778	2.19152757255548e-20	0.974757281553398	CD4 effector T
ADGRG1	1.1426259603053	3.01188870540625e-19	0.756614077669903	CD4 effector T
C1orf21	1.28717117153428	6.22599738980286e-18	0.723665048543689	CD4 effector T
GZMA	1.72269064504212	1.10024750379686e-17	0.904368932038835	CD4 effector T
PLEK	1.55894661107887	2.23974572000917e-17	0.829672330097087	CD4 effector T
S1PR5	1.41918412524017	6.54790008000894e-16	0.771723300970874	CD4 effector T
SPON2	1.63048590707895	8.12138416271968e-14	0.738228155339806	CD4 effector T
PRSS23	1.31177752066544	3.99520477317522e-12	0.714563106796117	CD4 effector T
KLRG1	1.41313735545051	4.04357853071565e-12	0.794174757281553	CD4 effector T
EFHD2	1.2472906661246	1.40816555100118e-11	0.721419902912621	CD4 effector T
FCRL6	1.10969509020722	1.59057761535951e-11	0.702427184466019	CD4 effector T
C12orf75	1.25042400801344	6.97619329768067e-11	0.808616504854369	CD4 effector T
CX3CR1	1.33243077462403	2.35821276942545e-10	0.659223300970874	CD4 effector T
ADRB2	0.840629252754329	5.00935155865137e-10	0.646966019417476	CD4 effector T
LGALS1	1.95813122498843	6.77992885648864e-10	0.81504854368932	CD4 effector T
SH3BGRL3	0.977541608227822	7.1366470305571e-10	0.876577669902913	CD4 effector T
HLA-DPB1	1.44203396500134	2.62298253989826e-09	0.803883495145631	CD4 effector T
ZEB2	0.956718757080939	1.51420557943716e-08	0.693325242718447	CD4 effector T
S100A4	0.876915885294576	5.45315153400818e-08	0.847087378640777	CD4 effector T
ANXA2	0.850686199312851	8.00538162352593e-08	0.784466019417476	CD4 effector T
HLA-C	0.723120274905268	2.64272304776043e-07	0.835983009708738	CD4 effector T
HLA-DRB1	0.728754161101182	5.14398453103603e-07	0.708252427184466	CD4 effector T
APOBEC3G	0.839374618841611	7.14406058825062e-07	0.729247572815534	CD4 effector T
MYO1F	1.19245846635497	1.2094342515362e-06	0.768082524271845	CD4 effector T
APMAP	1.33311902931313	2.28678094727499e-06	0.745388349514563	CD4 effector T
RUNX3	1.17334891443034	3.58605366793308e-06	0.751941747572816	CD4 effector T
HLA-DPA1	1.11512313072529	1.09966807351264e-05	0.74126213592233	CD4 effector T
SYNE1	1.05641691856118	1.62016785962886e-05	0.762924757281553	CD4 effector T
STOM	0.835887172830417	2.05646527795173e-05	0.72378640776699	CD4 effector T
ITGB1	0.999936660331056	3.34145775982515e-05	0.774150485436893	CD4 effector T
CTSW	1.19220190183597	8.29576539390432e-05	0.737378640776699	CD4 effector T
CD99	1.00720102834481	0.000115138810182733	0.781371359223301	CD4 effector T
CLIC1	1.02401875738943	0.000116981704149906	0.768810679611651	CD4 effector T
GNLY	3.32996173219324	0.000119492383636509	0.732766990291262	CD4 effector T
ANXA1	0.920001347120525	0.000377509525662306	0.766990291262136	CD4 effector T
PROK2	0.878248898634115	0.000388699707488655	0.585497572815534	CD4 effector T
PATL2	1.01216867730694	0.000515575477174643	0.680703883495146	CD4 effector T
MYOM2	1.27724262224406	0.00102170105279739	0.648665048543689	CD4 effector T
IFITM2	0.767032306799615	0.00184690685329909	0.763834951456311	CD4 effector T
TPST2	1.07874882220592	0.00193632856443138	0.669478155339806	CD4 effector T
PREX1	0.762255704432175	0.00373558169687144	0.663834951456311	CD4 effector T
CD300A	1.02747186170737	0.0038903581245958	0.637317961165049	CD4 effector T
IL18RAP	0.710772753303538	0.00531355904816048	0.582766990291262	CD4 effector T
HCST	0.731727127744917	0.00566944916854493	0.752305825242718	CD4 effector T
RAB29	0.999634034387789	0.00573739854854613	0.644174757281553	CD4 effector T
FBXO6	0.808185492336776	0.00608306045099161	0.601638349514563	CD4 effector T
FOSL2	0.81516518133647	0.00872426469012843	0.626092233009709	CD4 effector T
CTSC	0.937419581418192	0.00962021575520214	0.711711165048544	CD4 effector T
CD74	0.777528064484692	0.0110600550879013	0.743628640776699	CD4 effector T
FLNA	0.937190463878305	0.0148025693658024	0.709587378640777	CD4 effector T
LYAR	0.788213504534013	0.0167241962775649	0.677427184466019	CD4 effector T
KLRD1	0.851671816704656	0.0169997738446592	0.600849514563107	CD4 effector T
RASSF1	0.759194793716485	0.0184771836098982	0.670327669902913	CD4 effector T
ID2	0.86804468136905	0.0255658189938607	0.707645631067961	CD4 effector T
IQGAP1	0.815278596885355	0.0274128692279756	0.705703883495146	CD4 effector T
SERTAD3	0.712387816837432	0.0346678918303969	0.580764563106796	CD4 effector T
PYHIN1	0.991091423543878	0.0364756560475885	0.694356796116505	CD4 effector T
CCR7	1.80794248915703	2.73667948566985e-32	0.923383500557414	CD8 naive T
RPL31	0.749870919576237	4.82019322414482e-32	0.946655518394649	CD8 naive T
RPL32	0.762994436058672	2.11797473486024e-31	0.94247491638796	CD8 naive T
RPS6	0.73728472220066	5.7665059063903e-30	0.932998885172798	CD8 naive T
RPS3A	0.750222070230051	3.10231688453138e-29	0.92809364548495	CD8 naive T
RPL10	0.724294458488826	1.35687320102811e-28	0.923745819397993	CD8 naive T
RPLP1	0.769622476657982	5.13200099410397e-28	0.919788182831661	CD8 naive T
RPS13	0.745203108484042	3.06313388549323e-26	0.907385730211817	CD8 naive T
RPS23	0.761581899638388	3.20495217149034e-26	0.907246376811594	CD8 naive T
RPS12	0.721525422017596	5.46080791623516e-26	0.905602006688963	CD8 naive T
RPS5	0.951348380742992	3.8938754258292e-21	0.869453734671126	CD8 naive T
ACTN1	1.26868343293751	5.95921943701664e-21	0.7979375696767	CD8 naive T
LEF1	1.32148691521963	4.77772084520709e-19	0.797658862876254	CD8 naive T
EEF1B2	0.807342383121025	7.86423227861936e-18	0.842642140468227	CD8 naive T
MAL	1.4026423645444	3.66453050633636e-17	0.776198439241917	CD8 naive T
SELL	1.02789912257787	4.89271379977442e-16	0.818729096989967	CD8 naive T
LDHB	0.914212327544556	3.5663064996705e-15	0.819202898550725	CD8 naive T
RPL22	0.750632690751318	4.24795745598311e-12	0.789548494983278	CD8 naive T
LTB	0.921391194409609	6.08016918664314e-11	0.758221850613155	CD8 naive T
PIM2	0.88950770519902	1.01309374163572e-10	0.755183946488294	CD8 naive T
ABLIM1	0.880858388850744	2.53823992898074e-10	0.714966555183946	CD8 naive T
SATB1	0.856927453535181	3.39764488590699e-10	0.736789297658863	CD8 naive T
TXK	0.969571757875535	2.37239427201299e-09	0.695261984392419	CD8 naive T
TRABD2A	0.963058018103078	3.768136263994e-09	0.699052396878484	CD8 naive T
LDLRAP1	0.787039751977344	2.86017928949728e-08	0.715858416945373	CD8 naive T
NELL2	0.784684874974371	9.57414386269289e-08	0.711259754738016	CD8 naive T
TMEM123	0.803113805243938	1.15788095942126e-07	0.727647714604236	CD8 naive T
RGS10	0.757576652220655	1.46101146431632e-07	0.721404682274247	CD8 naive T
NOSIP	0.842523633639873	1.81380474023518e-07	0.726532887402453	CD8 naive T
IL6ST	0.719559439729334	1.39658759216411e-06	0.669342251950948	CD8 naive T
TCF7	0.956391161179413	2.41089126517945e-06	0.709476031215162	CD8 naive T
DGKA	0.824713205640241	2.79910786261977e-06	0.699219620958751	CD8 naive T
NUCB2	0.701062024918083	8.45212899836461e-06	0.706549609810479	CD8 naive T
AIF1	1.04193695621564	6.97514239047945e-05	0.659336677814939	CD8 naive T
OXNAD1	0.743290676061549	0.000710873822066691	0.646098104793757	CD8 naive T
S100B	1.26158772735659	0.00705377511646856	0.612709030100334	CD8 naive T
GZMH	2.39792304887637	1.49700418004039e-33	0.952388743455497	CD8 effector T
GZMB	2.3473314268142	3.73550124229644e-30	0.867506544502618	CD8 effector T
PRF1	1.68513660345184	3.82858401009638e-27	0.916263089005236	CD8 effector T
NKG7	1.63082671775164	1.42778077598943e-26	0.940445026178011	CD8 effector T
FGFBP2	1.9818439622823	1.6130507938761e-24	0.880497382198953	CD8 effector T
ADGRG1	1.25928271477272	1.2058777314873e-22	0.79011780104712	CD8 effector T
FCGR3A	1.5532455753124	6.28716803041326e-21	0.753501308900523	CD8 effector T
FCRL6	1.1325217023801	4.32261331548162e-20	0.807166230366492	CD8 effector T
S1PR5	1.23638987898665	5.79832733655043e-19	0.778992146596859	CD8 effector T
S100A4	1.13832812379297	1.00574387789648e-18	0.87895942408377	CD8 effector T
KLRD1	1.53073002758934	1.14881059477361e-18	0.817473821989529	CD8 effector T
SH3BGRL3	0.875060601257317	8.24923116815399e-18	0.871138743455497	CD8 effector T
PLEK	1.28150875389356	1.00726187084537e-17	0.840837696335079	CD8 effector T
CST7	1.19968506870998	1.5250110702026e-16	0.841361256544503	CD8 effector T
CCL5	1.07161203698091	1.03074155436024e-15	0.847971204188482	CD8 effector T
HOPX	1.35519220804659	3.51367489205281e-13	0.751112565445026	CD8 effector T
MYO1F	1.14469423894376	4.43295098321663e-13	0.798232984293194	CD8 effector T
PRSS23	1.04932203054916	6.42692182495416e-12	0.689005235602094	CD8 effector T
APOBEC3C	1.0834238233908	1.16801637550205e-11	0.789528795811518	CD8 effector T
GZMA	0.964552761701384	3.29017320389494e-11	0.794371727748691	CD8 effector T
HLA-DPB1	0.929477414551259	1.5231467338366e-09	0.77270942408377	CD8 effector T
CD99	0.863589606359775	3.65736682476237e-09	0.776178010471204	CD8 effector T
CTSW	0.86351328333502	8.44308932563411e-09	0.774247382198953	CD8 effector T
ZEB2	0.978879066968166	1.32505851001605e-08	0.717997382198953	CD8 effector T
TTC38	0.952372707526297	1.48521508696172e-08	0.655988219895288	CD8 effector T
LGALS1	1.48872778702687	1.71364772176834e-08	0.727814136125654	CD8 effector T
ZNF683	0.997309569670466	5.04425989108074e-08	0.636976439790576	CD8 effector T
PYHIN1	0.885863095658831	1.45894749493209e-07	0.728861256544503	CD8 effector T
C12orf75	0.86875987717667	2.17572375084438e-07	0.729973821989529	CD8 effector T
CLIC1	0.76426405966312	3.27622137052591e-07	0.74738219895288	CD8 effector T
ANXA1	0.736973724947352	7.29524083564989e-07	0.744044502617801	CD8 effector T
C1orf21	0.883374323664718	9.57303515518991e-07	0.663056282722513	CD8 effector T
SLAMF7	0.782794987580225	2.28395038324916e-06	0.687696335078534	CD8 effector T
ITGB1	0.830180413600765	3.96613100605759e-06	0.68520942408377	CD8 effector T
KLRG1	0.804230646972687	8.56076820235269e-06	0.694764397905759	CD8 effector T
GNLY	2.59096051377348	1.77289884337461e-05	0.695517015706806	CD8 effector T
YWHAQ	0.790776022808739	1.8965632684963e-05	0.724149214659686	CD8 effector T
CD63	0.774068904000123	7.51516569921853e-05	0.690543193717277	CD8 effector T
SYNE1	0.792677938130709	0.000107089904434181	0.710732984293194	CD8 effector T
APMAP	0.807119053770282	0.000153616157702287	0.702094240837696	CD8 effector T
CLIC3	0.959209097243464	0.000182302728074669	0.636747382198953	CD8 effector T
ABI3	0.911182450595767	0.000188217176712707	0.636616492146597	CD8 effector T
SYNE2	0.706594412192836	0.00020020547643778	0.714528795811518	CD8 effector T
PPP2R5C	0.732242767663904	0.000250507739042259	0.715346858638743	CD8 effector T
BIN2	0.708269919440462	0.000485299875966871	0.709489528795812	CD8 effector T
SPON2	1.08462008659946	0.000748113202326078	0.633475130890052	CD8 effector T
APOBEC3G	0.722608437654937	0.00167176523130197	0.671760471204188	CD8 effector T
ANXA5	0.759954853766536	0.0348532915024745	0.639856020942408	CD8 effector T
GZMK	1.08155116097119	1.55560074229272e-20	0.802226720647773	CD8 memory T
CXCR4	0.720980991730376	9.04372697075389e-09	0.781477732793522	CD8 memory T
DUSP2	1.05256683912652	2.58007933871994e-08	0.772267206477733	CD8 memory T
PIK3R1	1.0129252421483	1.50179866059581e-07	0.71889338731444	CD8 memory T
RGS1	1.70720865615534	3.80723599560398e-07	0.7222334682861	CD8 memory T
DUSP1	0.869094500258583	1.78082106666622e-05	0.731511470985155	CD8 memory T
ZFP36	0.844593823289395	5.06950300950522e-05	0.730229419703104	CD8 memory T
CD74	0.923671058618926	9.4076378946615e-05	0.725506072874494	CD8 memory T
NR4A2	0.858335170585303	0.038459528458616	0.667813765182186	CD8 memory T
MPO	1.7799299948909	1.21240673729908e-90	0.943971120809732	hMDP/cMoP
RPS6	0.71729997139529	1.41809822349424e-73	0.901122434766459	hMDP/cMoP
PRSS57	1.2503233075038	5.50091756146582e-71	0.89016215526047	hMDP/cMoP
RPLP0	0.799146464870388	5.40677199169061e-70	0.891540533011422	hMDP/cMoP
ITM2C	1.0030695713746	5.67587949123992e-69	0.886067647878169	hMDP/cMoP
CALR	1.11610238600578	5.32717345869398e-60	0.863468056458353	hMDP/cMoP
NUCB2	0.971434663287205	1.50059803459488e-58	0.858526209490203	hMDP/cMoP
HSP90B1	0.829888996736587	2.26900453901709e-55	0.849719101123595	hMDP/cMoP
MYB	0.813359191576474	7.85189404983338e-55	0.842737255084038	hMDP/cMoP
CDK6	0.82624962188368	7.90720553810286e-55	0.845528832760702	hMDP/cMoP
HMGA1	0.829922196575948	4.6014763431541e-53	0.842510910948092	hMDP/cMoP
NPM1	0.806714286702529	1.22416053711173e-51	0.838169746494568	hMDP/cMoP
LDHB	0.729497075498863	2.08985099889561e-51	0.836997399944285	hMDP/cMoP
SPNS3	0.794493862448225	8.21053415676487e-51	0.827873990156932	hMDP/cMoP
PLAC8	0.786877842421081	1.22615604901613e-50	0.835064769245055	hMDP/cMoP
PEBP1	0.766873980102564	1.64458231614886e-49	0.829644117373944	hMDP/cMoP
CD38	0.737503757461297	4.47691429102849e-47	0.816278205961556	hMDP/cMoP
NREP	0.754740921067837	1.41315970193282e-46	0.818231149596063	hMDP/cMoP
CDCA7	0.746155920294219	2.29534796122884e-46	0.818280481010307	hMDP/cMoP
ANKRD36C	0.702506932711829	4.1465498686034e-46	0.812569644349522	hMDP/cMoP
HELLS	0.809260515678705	8.40648837872358e-46	0.813681052093973	hMDP/cMoP
ANKRD28	0.784409654655765	2.1425844711789e-44	0.811818065744266	hMDP/cMoP
AZU1	1.69880106251023	4.00106184409681e-44	0.81355046893862	hMDP/cMoP
C1QTNF4	1.21380487395863	4.47457462661313e-44	0.794810335221469	hMDP/cMoP
SOX4	0.75344194662588	5.62732039949192e-44	0.812578349893212	hMDP/cMoP
CTSG	1.13118448884829	1.44882818246902e-42	0.792329255269756	hMDP/cMoP
MCM4	0.765600156947504	6.50554792514153e-42	0.801470076144489	hMDP/cMoP
MCM7	0.813503417404401	2.00858041049504e-41	0.802990644442381	hMDP/cMoP
BZRAP1	0.816265563908409	2.11749845310249e-39	0.784769941498746	hMDP/cMoP
PRTN3	2.0848895658541	4.10729786518517e-39	0.795709908069459	hMDP/cMoP
ELANE	2.00922696515203	6.23535777286895e-39	0.795431330671372	hMDP/cMoP
FLT3	0.712545965393982	1.72436227422412e-38	0.787224904819389	hMDP/cMoP
CLEC11A	1.16683064411002	1.17046545712393e-30	0.763952084687529	hMDP/cMoP
AREG	0.756306551341785	5.33374976719228e-13	0.676519407558733	hMDP/cMoP
S100A9	1.96919236250879	2.38611433231218e-88	0.971293309819016	Classical monocyte
S100A8	1.92695136995271	9.36113620611918e-84	0.959189694827968	Classical monocyte
VCAN	1.75780598990539	2.43221385481651e-75	0.936035244653957	Classical monocyte
CD14	1.25772556133564	1.63540997564159e-47	0.847829731306453	Classical monocyte
FCN1	1.004592824702	6.33973618214975e-45	0.840205459702673	Classical monocyte
LYZ	0.798830615574759	5.42695817272028e-43	0.833191398051351	Classical monocyte
CTSD	0.928561502726085	9.89119006970845e-42	0.828531003359508	Classical monocyte
CSF3R	0.920721195747312	1.02871682685466e-40	0.824718867557618	Classical monocyte
SLC2A3	1.34498406115455	2.24246761217102e-40	0.82171810982438	Classical monocyte
PLBD1	1.19882155365538	2.6757712906704e-40	0.819595786198526	Classical monocyte
S100A12	1.63141171738312	8.42736785000699e-40	0.802848540525317	Classical monocyte
MNDA	0.808964802069601	8.61792826411706e-38	0.813517156287509	Classical monocyte
ITGAM	1.19579332397255	8.48369434320575e-37	0.806140992027037	Classical monocyte
CD36	1.07899015356051	2.94388909997317e-36	0.802721134051727	Classical monocyte
FOS	0.77998652403971	3.49694432394365e-35	0.803190526322848	Classical monocyte
LRRK2	1.00371043395514	5.49240473482574e-35	0.799599675448773	Classical monocyte
CKAP4	1.0411499351622	9.91817166627124e-35	0.785330150406695	Classical monocyte
PADI4	1.29198962857419	1.28631254803154e-34	0.788713127560703	Classical monocyte
GRN	0.742446026240426	3.00756468868906e-34	0.799398507332578	Classical monocyte
MEGF9	0.945358904051787	1.30866519066617e-33	0.79601553017857	Classical monocyte
JUN	0.969946709762916	1.64648287733311e-32	0.792216805584427	Classical monocyte
FGR	0.73850831384667	3.28088397384372e-31	0.786734974418121	Classical monocyte
PTPRE	0.816263635484221	4.06053863407847e-30	0.782027640499165	Classical monocyte
MS4A6A	0.750565781403512	4.07288057944165e-30	0.781159264797591	Classical monocyte
QPCT	0.780249986627506	1.08120936088123e-29	0.720339437668059	Classical monocyte
CYP1B1	1.37050624145153	1.89078013855735e-28	0.727655251493673	Classical monocyte
SELL	0.760466624334594	1.26640870047861e-26	0.766494109126997	Classical monocyte
CLEC4E	0.816185279786354	1.07947959215533e-25	0.735296287107135	Classical monocyte
IRS2	0.857579864575642	1.22167460529754e-25	0.760438948829537	Classical monocyte
TMEM170B	0.808184796494055	4.00014189963611e-24	0.752975611718713	Classical monocyte
VNN2	1.15043772487664	1.44306454790631e-23	0.735638272904666	Classical monocyte
SLC11A1	0.924261308571768	1.06048988392359e-22	0.747450194127232	Classical monocyte
ALDH2	0.752311401047459	4.78312358192868e-20	0.731749022658235	Classical monocyte
FPR1	0.81597221194053	2.24601250560102e-19	0.724761783422406	Classical monocyte
BST1	0.769126571260752	4.14158566131235e-19	0.725700567964648	Classical monocyte
CXCL8	1.61384174163448	4.82213412740674e-19	0.728734853717252	Classical monocyte
TREM1	0.939798287233437	2.86462569323069e-17	0.712581053986817	Classical monocyte
NAMPT	0.772644236878382	8.42391898611859e-17	0.716949754910178	Classical monocyte
